iter	RMSE
149	0.06529555798
150	0.06520890552
151	0.06512920714
152	0.06508998125
153	0.06505644602
154	0.06502787782
155	0.06495820168
156	0.06488278807
157	0.06479584232
158	0.06474811273
159	0.0647275869
160	0.06470239452
161	0.06466008355
162	0.06462728051
163	0.06456068079
164	0.06450513736
165	0.06448254126
166	0.06444062803
167	0.0644121116
168	0.06433616091
169	0.06426784438
170	0.0642371961
171	0.06420413034
172	0.06413568245
173	0.06403573038
174	0.06399019539
175	0.06394354542
176	0.06389457221
177	0.0638500862
178	0.0637804132
179	0.06371106603
180	0.06369917406
181	0.06365637735
182	0.06359316069
183	0.06355541378
184	0.06351740169
185	0.06350651436
186	0.06342751597
187	0.06337857815
188	0.06331651588
189	0.06322153685
190	0.06320280244
191	0.06318055275
192	0.06315252903
193	0.06309114288
194	0.06303911621
195	0.06301617538
196	0.06295633062
197	0.06291704062
198	0.06288958478
199	0.06288359677
200	0.06285242205
201	0.06283928043
202	0.06282396615
203	0.06281216774
204	0.06278634112
205	0.06270572678
206	0.06266007696
207	0.06259241948
208	0.06256574604
209	0.06254580715
210	0.06251681482
211	0.06246149136
212	0.06241284675
213	0.0623999628
214	0.06238204192
215	0.06235246131
216	0.06231020363
217	0.0622852966
218	0.06225699368
219	0.06223031013
220	0.06221483832
221	0.06217422639
222	0.06212305553
223	0.06207145234
224	0.06203845389
225	0.06198378071
226	0.06194894455
227	0.06190267317
228	0.06187913273
229	0.06185755406
230	0.0618082815
231	0.06175651046
232	0.06172497234
233	0.06172182546
234	0.06165818328
235	0.06161516412
236	0.06160660085
237	0.06156808046
238	0.06150728082
239	0.06144775722
240	0.06143768542
241	0.06138233696
242	0.06133461023
243	0.06127664205
244	0.0612337703
245	0.06120043321
246	0.0611946695
247	0.06115208625
248	0.06113282415
249	0.06112153368
250	0.06111332936
251	0.06109466151
252	0.06106537327
253	0.06101282306
254	0.06096193867
255	0.06094553912
256	0.06090868364
257	0.06086392031
258	0.0607939152
259	0.06074030714
260	0.06070206055
261	0.06066966505
262	0.06065705165
263	0.06061273627
264	0.06059485693
265	0.06058612144
266	0.06052877613
267	0.06050935815
268	0.06046991662
269	0.06043193693
270	0.06040378414
271	0.06034889399
272	0.06032175725
273	0.06028734141
274	0.0602805021
275	0.06024434688
276	0.06017921498
277	0.06016098457
278	0.06009381554
279	0.06005643373
280	0.06001993258
281	0.05999377955
282	0.05997069339
283	0.05993510843
284	0.0599229069
285	0.05989061169
286	0.05985750531
287	0.05981083943
288	0.05978777206
289	0.0597581618
290	0.05973558046
291	0.05970999874
292	0.0597000842
293	0.0596436698
294	0.05960862466
295	0.05956431787
296	0.0595530311
297	0.05952435712
298	0.05950615739
299	0.05944439783
300	0.05941227977
301	0.05938799581
302	0.05934866365
303	0.05929018726
304	0.05926239795
305	0.0592393601
306	0.05920530274
307	0.05917803768
308	0.05916767921
309	0.05910996109
310	0.05909913784
311	0.05903674653
312	0.05902921849
313	0.05899832647
314	0.05899286376
315	0.05894737856
316	0.05893166961
317	0.05890029708
318	0.0588916474
319	0.05885778975
320	0.05885280609
321	0.05882166477
322	0.05877873487
323	0.05875477
324	0.05870733773
325	0.05868465557
326	0.05863818387
327	0.05860628457
328	0.0586012366
329	0.05854047794
330	0.05849407168
331	0.05846304837
332	0.05845440842
333	0.05840084906
334	0.05837441659
335	0.05835832362
336	0.05834965026
337	0.05833650663
338	0.05830750974
339	0.05829980071
340	0.05828968177
341	0.05823197062
342	0.05819142255
343	0.05818109997
344	0.05814687481
345	0.05810569552
346	0.05808850922
347	0.05804762197
348	0.05802340214
349	0.05799565772
350	0.0579417499
351	0.05788444551
352	0.05784022524
353	0.05782574221
354	0.05778282615
355	0.05776915409
356	0.05776516987
357	0.05770473989
358	0.05767921367
359	0.05766308036
360	0.05763187396
361	0.05758037907
362	0.05751580921
363	0.05746434955
364	0.05743007569
365	0.05740454054
366	0.05735099749
367	0.05731836872
368	0.05728691083
369	0.05725697519
370	0.05722808235
371	0.05719969056
372	0.05716346998
373	0.05712487882
374	0.05710234645
375	0.05709081865
376	0.05708314784
377	0.05706576696
378	0.05705617381
379	0.0570258473
380	0.05697231144
381	0.05695477524
382	0.05688153029
383	0.05685279287
384	0.05684376766
385	0.05679203295
386	0.05678612028
387	0.05677069048
388	0.05672334871
389	0.05668568175
390	0.05666398622
391	0.05663494146
392	0.05659709921
393	0.05654624279
394	0.05651047471
395	0.05648878371
396	0.05646020099
397	0.0564329676
398	0.05640337037
399	0.05637888491
400	0.05635181828
401	0.05633488914
402	0.05633198244
403	0.05630382582
404	0.05629288269
405	0.05628602209
406	0.05625029685
407	0.05620204797
408	0.05619200217
409	0.05616447305
410	0.05615548306
411	0.05612811549
412	0.05611873983
413	0.05604892135
414	0.05602162319
415	0.05601279533
416	0.05596623786
417	0.05594323982
418	0.05592400215
419	0.05591441098
420	0.05588786572
421	0.05586723497
422	0.05583228565
423	0.05579432835
424	0.05576961436
425	0.05576291098
426	0.05571586297
427	0.05569940808
428	0.0556827654
429	0.05565904136
430	0.05561525542
431	0.05557372534
432	0.05553890572
433	0.05549471083
434	0.05548989039
435	0.05548158217
436	0.05546114864
437	0.05541151172
438	0.05538647942
439	0.05535122524
440	0.05529725688
441	0.05528753455
442	0.05528250797
443	0.05526910448
444	0.05524440452
445	0.0552057947
446	0.05515813212
447	0.05512469355
448	0.05508304422
449	0.05505896102
450	0.05505385011
451	0.05498471801
452	0.05495571163
453	0.05491722037
454	0.05488187918
455	0.05483143971
456	0.05480190575
457	0.05479515644
458	0.05475877702
459	0.05472040214
460	0.05467629753
461	0.054638833
462	0.05462876136
463	0.05458857119
464	0.0545556086
465	0.05453460224
466	0.05450047006
467	0.0544556208
468	0.05440098976
469	0.05438722397
470	0.05438310166
471	0.05434594071
472	0.05433830293
473	0.05430919004
474	0.05427725945
475	0.05425665403
476	0.05424847737
477	0.05422885679
478	0.05421802604
479	0.05418254929
480	0.05416437158
481	0.05413961646
482	0.0541074428
483	0.05404956902
484	0.0540106512
485	0.05397965885
486	0.05390905579
487	0.0538899562
488	0.05388530974
489	0.05383569335
490	0.05379493356
491	0.05377901281
492	0.05377272095
493	0.05373400875
494	0.05371325104
495	0.05366798943
496	0.05366270287
497	0.0536548336
498	0.0536155244
499	0.05353761107
500	0.05351940098
501	0.0534775146
502	0.05344866885
503	0.05341813625
504	0.05338518369
505	0.05331079248
506	0.05328916876
507	0.05324491554
508	0.05322289533
509	0.05318396338
510	0.05316414624
511	0.05315589574
512	0.05314926855
513	0.05311126419
514	0.0530757381
515	0.05300831713
516	0.05300508555
517	0.05297796402
518	0.05294817379
519	0.05291081383
520	0.05289072273
521	0.05285613334
522	0.05283555043
523	0.05281593084
524	0.05277240622
525	0.05274237668
526	0.05272753426
527	0.05270220136
528	0.05266083299
529	0.05261981507
530	0.05257256923
531	0.05255401922
532	0.05250748273
533	0.05248875487
534	0.05247066652
535	0.05242298274
536	0.05241176302
537	0.05239180128
538	0.05238333942
539	0.05237230273
540	0.05236340705
541	0.05235435258
542	0.05233097751
543	0.05232726903
544	0.05230692478
545	0.05228444178
546	0.05224194049
547	0.05221280476
548	0.052196658
549	0.05217795238
550	0.05214190981
551	0.0521363469
552	0.05212921835
553	0.05209912413
554	0.0520783129
555	0.05205934388
556	0.05204199223
557	0.05203147902
558	0.05201461437
559	0.0519969933
560	0.05198572936
561	0.05195915806
562	0.05192524722
563	0.05189036441
564	0.05188204564
565	0.05187874794
566	0.05186911031
567	0.05180625865
568	0.05177632955
569	0.05175822072
570	0.05175189567
571	0.0517386443
572	0.05170749284
573	0.05168980205
574	0.05165591385
575	0.05164915792
576	0.05161940119
577	0.05158812385
578	0.05155128664
579	0.0515181381
580	0.05151167142
581	0.05149316848
582	0.05148381732
583	0.05146444542
584	0.05140824054
585	0.05139138189
586	0.05137521879
587	0.05136945909
588	0.05134747374
589	0.05134253347
590	0.05131014661
591	0.05126773993
592	0.05125353985
593	0.05122329478
594	0.05118363812
595	0.05115941397
596	0.05114067411
597	0.05112593405
598	0.05111578363
599	0.05110758073
600	0.05109460533
601	0.05106278299
602	0.05105319367
603	0.05100863388
604	0.05100638739
605	0.05099921443
606	0.05096268827
607	0.05093158675
608	0.05091085499
609	0.05089386903
610	0.05088214081
611	0.05086390306
612	0.05082031056
613	0.0507812657
614	0.0507755792
615	0.05075730583
616	0.05073568379
617	0.05070507695
618	0.05068233772
619	0.05068060974
620	0.05062922927
621	0.05061594199
622	0.0506075063
623	0.05057059664
624	0.05053557165
625	0.05051262447
626	0.05049922796
627	0.05047909194
628	0.05047133214
629	0.05044034075
630	0.05042114781
631	0.05037251356
632	0.05036528634
633	0.05033756971
634	0.05032368253
635	0.05031556267
636	0.05028764591
637	0.05028212376
638	0.05024885257
639	0.05023640566
640	0.05023079942
641	0.05022675031
642	0.05021399425
643	0.05019930502
644	0.05015848775
645	0.05013560791
646	0.05007346997
647	0.0500640359
648	0.0500464153
649	0.05002901783
650	0.0500155881
651	0.05000838938
652	0.04997956036
653	0.04996245036
654	0.04993892517
655	0.04989733234
656	0.04983576145
657	0.04982897419
658	0.04981180342
659	0.04979855904
660	0.04978722732
661	0.04973114816
662	0.0497141519
663	0.04966832449
664	0.04966124513
665	0.04964774439
666	0.04963596054
667	0.04960983139
668	0.04958674174
669	0.04956341222
670	0.04955694839
671	0.04953125862
672	0.04947988295
673	0.04945251771
674	0.04942538939
675	0.04940861508
676	0.04939279679
677	0.04937944692
678	0.04936369735
679	0.04932376236
680	0.04930223607
681	0.04927487663
682	0.04925430116
683	0.049211447
684	0.04919871868
685	0.04918511875
686	0.0491674272
687	0.04915315404
688	0.04913425417
689	0.0491221751
690	0.04906495407
691	0.04905163528
692	0.04904172092
693	0.04902044292
694	0.04899907727
695	0.04899118887
696	0.04895201757
697	0.04893436196
698	0.04892218416
699	0.04890656486
700	0.0488954814
701	0.04888933946
702	0.04885771153
703	0.04884937283
704	0.0488417178
705	0.04883048635
706	0.04881176219
707	0.04880494238
708	0.0487571172
709	0.04871607398
710	0.04870727815
711	0.04869027096
712	0.0486836396
713	0.04866153978
714	0.04864524484
715	0.04863478673
716	0.04861584401
717	0.04860423677
718	0.04859606519
719	0.0485750136
720	0.0485687963
721	0.04853667315
722	0.04850324367
723	0.04846094632
724	0.04845072032
725	0.04842759533
726	0.04838405466
727	0.04837864171
728	0.0483436094
729	0.04832455152
730	0.04831049842
731	0.04827850767
732	0.04823659126
733	0.04821561824
734	0.04821379065
735	0.04819076154
736	0.04817514934
737	0.04816161153
738	0.04815532939
739	0.048112063
740	0.04809243722
741	0.04808219285
742	0.04806872494
743	0.04803763492
744	0.04802339951
745	0.04799013804
746	0.04798862683
747	0.04797634871
748	0.0479578818
749	0.04793528998
750	0.04790978305
751	0.04788789802
752	0.0478668937
753	0.04785002432
754	0.04781638114
755	0.04781090676
756	0.04779857527
757	0.04778209096
758	0.0477589853
759	0.04772799869
760	0.04769771061
761	0.04765700439
762	0.04763553692
763	0.04762912716
764	0.04760020644
765	0.04759348996
766	0.04758528238
767	0.04757226096
768	0.04756700475
769	0.04754524712
770	0.04752045728
771	0.04748871279
772	0.04745420094
773	0.04740606868
774	0.04737768597
775	0.04737231304
776	0.04735520811
777	0.04733387695
778	0.04731327165
779	0.04727759392
780	0.04724740083
781	0.0472417381
782	0.047205569
783	0.04719783057
784	0.04718769021
785	0.0471740249
786	0.04715195531
787	0.04714069855
788	0.04711922604
789	0.04710321751
790	0.0470977366
791	0.04707187008
792	0.04705970057
793	0.04703993646
794	0.04702075457
795	0.04700979947
796	0.04698278278
797	0.0469559199
798	0.04694633473
799	0.04691740835
800	0.04690650569
801	0.04687289737
802	0.04684680591
803	0.04683037555
804	0.04680114454
805	0.04678876943
806	0.04677430495
807	0.04676486608
808	0.04675455312
809	0.04674886779
810	0.0467449004
811	0.04673024453
812	0.04671275401
813	0.04668109049
814	0.04664438514
815	0.04663986031
816	0.04660682137
817	0.04659171017
818	0.04655636285
819	0.04654050432
820	0.04653278933
821	0.04649930527
822	0.04648925824
823	0.04647649038
824	0.04646244948
825	0.04646080983
826	0.04645617445
827	0.04644140701
828	0.04639864618
829	0.04639031874
830	0.04637568363
831	0.04635491884
832	0.04634190421
833	0.04633588367
834	0.04633460268
835	0.04631585251
836	0.04631063902
837	0.04629428912
838	0.04628319426
839	0.04627963483
840	0.04626367899
841	0.0462478705
842	0.04623583026
843	0.04618995901
844	0.04618051852
845	0.04616599412
846	0.04613991259
847	0.04612814486
848	0.04611565019
849	0.04609903012
850	0.04608020288
851	0.04603944606
852	0.04601236097
853	0.04599084212
854	0.04597637941
855	0.04596245707
856	0.04593213455
857	0.04590987566
858	0.04586293001
859	0.04584761014
860	0.04582916491
861	0.04581561451
862	0.04579937205
863	0.04576824252
864	0.04575467258
865	0.04575019871
866	0.04574458656
867	0.0457331687
868	0.04571788074
869	0.04565890656
870	0.04562358593
871	0.04559794163
872	0.04557584361
873	0.04556116815
874	0.04555117922
875	0.04552426362
876	0.04549473604
877	0.04547255486
878	0.04545779058
879	0.04544343164
880	0.04542336221
881	0.04540939808
882	0.04536339619
883	0.04534571588
884	0.04534118649
885	0.04533802677
886	0.04529854378
887	0.04527554791
888	0.04525537019
889	0.04524088333
890	0.04522688996
891	0.04517011283
892	0.04516544915
893	0.04515823562
894	0.04513486317
895	0.04511644421
896	0.04510959296
897	0.04509015909
898	0.04505925562
899	0.04503851791
900	0.04502923137
901	0.04501503188
902	0.04497906027
903	0.04496494803
904	0.04495789392
905	0.04495067631
906	0.04492387698
907	0.04488886195
908	0.04485233154
909	0.0448419437
910	0.04481308814
911	0.04475985065
912	0.04474059487
913	0.04473602976
914	0.04472434427
915	0.04471675667
916	0.04470305948
917	0.04467305998
918	0.04466428117
919	0.04465958133
920	0.04464212181
921	0.04462233642
922	0.0446014609
923	0.04459630392
924	0.04457714487
925	0.04456527507
926	0.04455716589
927	0.04452065859
928	0.04449850291
929	0.04446535783
930	0.04443036186
931	0.04440120981
932	0.04438842706
933	0.04436507669
934	0.04435175054
935	0.04433377127
936	0.04432472173
937	0.04429846671
938	0.04429389779
939	0.04427397034
940	0.04426947287
941	0.04424117099
942	0.0442373362
943	0.04423298377
944	0.04420185828
945	0.04419496426
946	0.04418326815
947	0.0441586708
948	0.0441144269
949	0.04409899787
950	0.04408914882
951	0.04407209605
952	0.04404193393
953	0.04403767008
954	0.04401442575
955	0.0440031449
956	0.04396807941
957	0.04395999546
958	0.04394973618
959	0.04393555852
960	0.04390743598
961	0.04387708017
962	0.04386730259
963	0.04384335381
964	0.04382038531
965	0.04380230319
966	0.04379531209
967	0.04375399817
968	0.04374640196
969	0.04372427239
970	0.04370652773
971	0.04370486327
972	0.04368694964
973	0.04364856475
974	0.0436222326
975	0.04359137488
976	0.04357568438
977	0.04356386042
978	0.04352127797
979	0.04348122534
980	0.04345626486
981	0.04343738852
982	0.04342595698
983	0.0433929504
984	0.04337728117
985	0.04336100925
986	0.04335802601
987	0.04335389494
988	0.04331735679
989	0.04330814966
990	0.04328033703
991	0.04326067579
992	0.04323938204
993	0.043221841
994	0.04316657743
995	0.04313501341
996	0.04313053217
997	0.04312234749
998	0.04310500242
999	0.04308531164
